member_id,city,age,gender,membership_duration_months,membership_type,monthly_visits,avg_session_minutes,monthly_active_minutes,bmi,membership_renewed
CUST-000320,Ohrid,24.0,Male,12.0,Quarterly,5.0,,252.0,,1
CUST-000321,Skopje,37.0,Female,17.0,Monthly,,58.0,269.0,Normal,1
CUST-000322,Tetovo,29.0,Female,9.0,Quarterly,4.0,77.0,249.0,Overweight,0
CUST-000323,,26.0,,24.0,Quarterly,5.0,,345.0,Normal,1
CUST-000324,Stip,22.0,Female,11.0,Annually,7.0,51.0,311.0,Normal,1
CUST-000325,Bitola,22.0,Male,17.0,Monthly,7.0,65.0,,Normal,1
CUST-000326,Bitola,18.0,Male,30.0,Monthly,5.0,92.0,,Normal,1
CUST-000327,Skopje,26.0,Female,11.0,Quarterly,5.0,71.0,320.0,Normal,1
CUST-000328,Bitola,30.0,Female,29.0,Monthly,6.0,,,Underweight,1
CUST-000329,,18.0,,29.0,Monthly,9.0,47.0,438.0,Normal,1
CUST-000330,Tetovo,21.0,Male,32.0,Monthly,6.0,50.0,290.0,Normal,1
CUST-000331,Ohrid,18.0,Female,21.0,Monthly,,70.0,722.0,Overweight,1
CUST-000332,Ohrid,19.0,Female,,Quarterly,5.0,,257.0,Overweight,1
CUST-000333,Veles,25.0,,32.0,Quarterly,,60.0,224.0,Normal,0
CUST-000334,,18.0,Male,23.0,Monthly,9.0,81.0,614.0,Normal,1
CUST-000335,Veles,28.0,Female,,Monthly,3.0,62.0,118.0,Normal,0
CUST-000336,Stip,29.0,Male,,Monthly,7.0,,,Normal,1
CUST-000337,Ohrid,23.0,Female,37.0,Monthly,3.0,92.0,,,1
CUST-000338,Bitola,18.0,Male,40.0,Annually,2.0,86.0,230.0,Normal,0
CUST-000339,Stip,,Female,37.0,Annually,9.0,67.0,510.0,Overweight,1
CUST-000340,Kumanovo,32.0,Male,29.0,Quarterly,,79.0,129.0,Overweight,1
CUST-000341,Ohrid,18.0,Male,4.0,Quarterly,1.0,55.0,,Overweight,0
CUST-000342,Tetovo,22.0,Female,25.0,Monthly,8.0,70.0,,Normal,1
CUST-000343,,18.0,Male,,Monthly,6.0,53.0,,Normal,0
CUST-000344,Stip,29.0,,2.0,Monthly,,,145.0,,0
CUST-000345,Ohrid,20.0,Male,22.0,Monthly,,,385.0,Normal,0
CUST-000346,Stip,27.0,Female,26.0,Monthly,6.0,38.0,310.0,Overweight,1
CUST-000347,Stip,28.0,Female,30.0,Monthly,6.0,64.0,,Normal,1
CUST-000348,Bitola,36.0,Female,25.0,Monthly,6.0,64.0,,Overweight,0
CUST-000349,,23.0,Male,26.0,Annually,,67.0,270.0,,1
CUST-000350,Tetovo,27.0,Female,8.0,Annually,5.0,58.0,,Overweight,0
CUST-000351,Skopje,18.0,Female,18.0,Quarterly,4.0,58.0,267.0,Overweight,1
CUST-000352,Ohrid,32.0,Female,1.0,Monthly,7.0,62.0,,Underweight,1
CUST-000353,Prilep,20.0,Male,1.0,Monthly,6.0,67.0,417.0,Normal,1
CUST-000354,Stip,21.0,,28.0,Quarterly,7.0,,317.0,Normal,1
CUST-000355,,24.0,Male,,Quarterly,5.0,58.0,288.0,,1
CUST-000356,,18.0,Female,30.0,Monthly,9.0,,272.0,,1
CUST-000357,Stip,26.0,Female,33.0,Quarterly,,90.0,930.0,Normal,1
CUST-000358,Skopje,30.0,Male,12.0,Quarterly,3.0,68.0,137.0,Overweight,1
CUST-000359,,26.0,Female,27.0,Monthly,7.0,,,Normal,1
CUST-000360,Veles,18.0,Female,12.0,Monthly,5.0,,,Normal,0
CUST-000361,Stip,24.0,Male,1.0,Monthly,3.0,44.0,136.0,Overweight,0
CUST-000362,Bitola,29.0,Male,21.0,Quarterly,5.0,72.0,322.0,Overweight,1
CUST-000363,Stip,18.0,Female,14.0,Annually,5.0,57.0,272.0,Overweight,1
CUST-000364,,18.0,Female,14.0,Quarterly,8.0,69.0,622.0,Normal,1
CUST-000365,Tetovo,30.0,Male,43.0,Quarterly,6.0,39.0,208.0,Normal,1
CUST-000366,Prilep,26.0,,1.0,Annually,7.0,83.0,582.0,Normal,1
CUST-000367,Ohrid,27.0,Female,,Monthly,8.0,73.0,550.0,Normal,0
CUST-000368,Skopje,36.0,Female,8.0,Quarterly,7.0,58.0,467.0,Normal,1
CUST-000369,Veles,27.0,Female,30.0,Quarterly,11.0,67.0,,Normal,1
CUST-000370,,28.0,Female,23.0,Quarterly,6.0,71.0,,Overweight,1
CUST-000371,Kumanovo,41.0,Female,24.0,Monthly,9.0,39.0,,Normal,1
CUST-000372,Prilep,23.0,Male,8.0,Monthly,8.0,85.0,665.0,Normal,1
CUST-000373,Ohrid,20.0,Female,10.0,Annually,5.0,67.0,418.0,Normal,1
CUST-000374,Stip,27.0,Male,,Monthly,4.0,49.0,,Overweight,1
CUST-000375,Skopje,27.0,Female,41.0,Monthly,8.0,43.0,,Normal,0
CUST-000376,Kumanovo,21.0,Male,25.0,Monthly,,74.0,325.0,Normal,1
CUST-000377,Kumanovo,18.0,Female,9.0,Annually,7.0,63.0,548.0,Normal,1
CUST-000378,Prilep,38.0,,24.0,Quarterly,12.0,67.0,875.0,Overweight,1
CUST-000379,Ohrid,26.0,Male,49.0,Monthly,5.0,60.0,233.0,Normal,1
CUST-000380,Skopje,20.0,Male,21.0,Monthly,9.0,44.0,379.0,Normal,1
CUST-000381,Stip,30.0,Female,37.0,Monthly,,67.0,333.0,Normal,1
CUST-000382,Stip,24.0,Female,11.0,Quarterly,5.0,57.0,,Normal,0
CUST-000383,Bitola,23.0,Male,,Monthly,1.0,59.0,81.0,Normal,0
CUST-000384,Skopje,28.0,Female,27.0,Quarterly,5.0,95.0,454.0,Normal,1
CUST-000385,Skopje,18.0,Female,24.0,Quarterly,3.0,73.0,164.0,Overweight,1
CUST-000386,Skopje,27.0,,10.0,Monthly,6.0,73.0,495.0,Normal,1
CUST-000387,Veles,36.0,Female,,Monthly,7.0,,,Obese,1
CUST-000388,Stip,27.0,Male,,Annually,13.0,65.0,796.0,Normal,1
CUST-000389,Bitola,22.0,Male,34.0,Quarterly,5.0,61.0,237.0,Normal,1
CUST-000390,Kumanovo,21.0,Female,38.0,Annually,6.0,49.0,330.0,Overweight,1
CUST-000391,Bitola,22.0,Male,41.0,Quarterly,2.0,53.0,,Overweight,0
CUST-000392,Ohrid,23.0,Female,21.0,Annually,7.0,,263.0,Normal,1
CUST-000393,Tetovo,22.0,Female,16.0,Monthly,9.0,71.0,591.0,,1
CUST-000394,Kumanovo,30.0,Female,36.0,Annually,5.0,40.0,,Normal,1
CUST-000395,Veles,18.0,,28.0,Monthly,10.0,73.0,703.0,,1
CUST-000396,Skopje,30.0,Female,8.0,Monthly,,59.0,166.0,Underweight,0
CUST-000397,Bitola,22.0,Female,7.0,Monthly,2.0,61.0,134.0,,0
CUST-000398,Ohrid,27.0,Male,25.0,Monthly,,59.0,,Overweight,0
CUST-000399,Ohrid,18.0,Male,17.0,Monthly,8.0,80.0,668.0,Underweight,1
CUST-000400,,,Female,19.0,Annually,3.0,78.0,,Overweight,0
CUST-000401,Veles,32.0,Male,32.0,Annually,4.0,59.0,197.0,Overweight,1
CUST-000402,Ohrid,30.0,Male,29.0,Monthly,5.0,46.0,300.0,Normal,1
CUST-000403,Stip,18.0,Male,35.0,Annually,10.0,73.0,,Normal,1
CUST-000404,Prilep,29.0,Female,1.0,Quarterly,12.0,45.0,,Normal,1
CUST-000405,,27.0,Male,23.0,Monthly,12.0,36.0,451.0,Underweight,1
CUST-000406,,18.0,Male,28.0,Quarterly,5.0,67.0,285.0,Normal,1
CUST-000407,Bitola,24.0,Male,1.0,Quarterly,6.0,,441.0,Normal,1
CUST-000408,Stip,27.0,Male,12.0,Monthly,8.0,53.0,497.0,Normal,1
CUST-000409,Skopje,28.0,Female,9.0,Quarterly,5.0,66.0,,Overweight,1
CUST-000410,Bitola,26.0,Male,20.0,Quarterly,,,381.0,Normal,1
CUST-000411,Bitola,26.0,,39.0,Monthly,3.0,70.0,323.0,Normal,1
CUST-000412,,33.0,Female,44.0,Monthly,5.0,76.0,,Normal,1
CUST-000413,Bitola,32.0,Male,10.0,Quarterly,6.0,,241.0,Overweight,1
CUST-000414,Skopje,18.0,Female,26.0,Quarterly,4.0,44.0,172.0,Overweight,0
CUST-000415,Kumanovo,23.0,,26.0,Monthly,,38.0,,Overweight,0
CUST-000416,Stip,24.0,Female,24.0,Monthly,6.0,,326.0,,1
CUST-000417,Skopje,18.0,Male,24.0,Quarterly,3.0,,70.0,Obese,0
CUST-000418,Ohrid,25.0,Male,23.0,Quarterly,7.0,65.0,406.0,Overweight,1
CUST-000419,Tetovo,,Female,,Quarterly,9.0,,660.0,,1
CUST-000420,Stip,18.0,Female,33.0,Monthly,,52.0,325.0,Normal,0
CUST-000421,Kumanovo,27.0,Female,7.0,Monthly,5.0,57.0,,Normal,0
CUST-000422,Veles,19.0,Female,29.0,Quarterly,5.0,74.0,380.0,Normal,1
CUST-000423,Tetovo,20.0,Male,30.0,Quarterly,7.0,47.0,260.0,Normal,1
CUST-000424,Prilep,33.0,,23.0,Quarterly,7.0,,296.0,Normal,1
CUST-000425,Bitola,21.0,Male,33.0,Annually,4.0,56.0,148.0,Normal,1
CUST-000426,Veles,27.0,Female,22.0,Quarterly,9.0,79.0,701.0,Overweight,1
CUST-000427,,18.0,Male,22.0,Monthly,,84.0,455.0,Overweight,1
CUST-000428,Skopje,36.0,Male,21.0,Monthly,,58.0,331.0,Normal,0
CUST-000429,Kumanovo,28.0,Female,,Monthly,5.0,,243.0,Normal,0
CUST-000430,Skopje,23.0,Female,19.0,Monthly,6.0,75.0,436.0,Overweight,1
CUST-000431,Kumanovo,28.0,Female,11.0,Quarterly,6.0,34.0,310.0,,0
CUST-000432,Veles,18.0,Male,5.0,Monthly,,,337.0,Normal,1
CUST-000433,,32.0,Male,37.0,Monthly,,59.0,449.0,Normal,1
CUST-000434,Prilep,23.0,Female,,Monthly,,,833.0,Normal,1
CUST-000435,,23.0,Male,19.0,Annually,4.0,80.0,249.0,,1
CUST-000436,Tetovo,22.0,Male,,Annually,6.0,,266.0,Normal,1
CUST-000437,Stip,21.0,Female,23.0,Monthly,4.0,62.0,266.0,,1
CUST-000438,Skopje,29.0,Male,31.0,Monthly,4.0,51.0,89.0,Normal,0
CUST-000439,Prilep,26.0,Female,10.0,Monthly,9.0,55.0,413.0,Normal,1
CUST-000440,Stip,28.0,Male,19.0,Monthly,,69.0,590.0,Normal,1
CUST-000441,Ohrid,,Female,30.0,Monthly,1.0,54.0,0.0,,0
CUST-000442,Bitola,28.0,Female,1.0,Monthly,3.0,62.0,188.0,Normal,1
CUST-000443,Prilep,22.0,Female,19.0,Monthly,3.0,74.0,232.0,Normal,0
CUST-000444,Tetovo,38.0,,14.0,Annually,9.0,82.0,730.0,Normal,1
CUST-000445,,18.0,Male,18.0,Quarterly,5.0,64.0,353.0,Normal,1
CUST-000446,Ohrid,32.0,,13.0,Annually,7.0,61.0,391.0,Normal,0
CUST-000447,Stip,33.0,Female,21.0,Monthly,6.0,,255.0,Overweight,1
CUST-000448,Tetovo,19.0,Female,43.0,Monthly,6.0,83.0,437.0,,1
CUST-000449,Ohrid,38.0,Female,16.0,Annually,12.0,67.0,821.0,,1
CUST-000450,Stip,30.0,Female,23.0,Monthly,4.0,62.0,252.0,Normal,1
CUST-000451,,30.0,Female,43.0,Quarterly,2.0,61.0,,,1
CUST-000452,Prilep,25.0,Female,13.0,Annually,3.0,65.0,185.0,Normal,1
CUST-000453,,23.0,Male,41.0,Quarterly,6.0,71.0,,,1
CUST-000454,Tetovo,23.0,Female,20.0,Monthly,3.0,73.0,235.0,Normal,1
CUST-000455,Tetovo,27.0,Female,41.0,Quarterly,5.0,84.0,439.0,Normal,1
CUST-000456,Bitola,33.0,Male,29.0,Monthly,7.0,,397.0,Normal,1
CUST-000457,Kumanovo,26.0,Female,23.0,Monthly,8.0,86.0,733.0,Overweight,1
CUST-000458,Veles,19.0,Female,19.0,Monthly,6.0,75.0,481.0,Overweight,1
CUST-000459,Skopje,,Male,12.0,Annually,6.0,59.0,310.0,Overweight,1
CUST-000460,Kumanovo,30.0,Female,20.0,Quarterly,,,,Normal,0
CUST-000461,Bitola,28.0,Female,30.0,Monthly,,61.0,388.0,Normal,0
CUST-000462,Kumanovo,29.0,Female,19.0,Monthly,,83.0,243.0,,0
CUST-000463,Prilep,23.0,Male,16.0,Quarterly,5.0,48.0,252.0,Normal,1
CUST-000464,Skopje,,Female,16.0,Annually,,,498.0,Overweight,1
CUST-000465,Stip,19.0,Male,31.0,Monthly,6.0,62.0,,Normal,1
CUST-000466,Bitola,18.0,Female,34.0,Monthly,8.0,74.0,,Overweight,1
CUST-000467,Tetovo,26.0,Male,11.0,Annually,7.0,54.0,425.0,Normal,1
CUST-000468,Bitola,24.0,Female,11.0,Annually,5.0,,235.0,Normal,0
CUST-000469,Stip,22.0,Female,24.0,Monthly,1.0,68.0,0.0,Overweight,1
CUST-000470,Kumanovo,18.0,Female,38.0,Monthly,5.0,48.0,,Overweight,0
CUST-000471,Veles,18.0,Female,33.0,Monthly,7.0,,,Overweight,0
CUST-000472,Prilep,31.0,,,Monthly,5.0,87.0,507.0,Normal,1
CUST-000473,,21.0,Female,,Monthly,4.0,73.0,239.0,,0
CUST-000474,Kumanovo,27.0,Male,8.0,Annually,11.0,88.0,1001.0,Normal,1
CUST-000475,Veles,18.0,Female,16.0,Monthly,,73.0,358.0,Underweight,1
CUST-000476,Veles,33.0,Female,39.0,Monthly,5.0,70.0,263.0,Overweight,1
CUST-000477,,24.0,Female,2.0,Annually,5.0,65.0,291.0,Normal,0
CUST-000478,,26.0,,1.0,Annually,6.0,,,Normal,0
CUST-000479,Skopje,38.0,Female,10.0,Quarterly,4.0,67.0,257.0,Overweight,1
CUST-000480,Ohrid,34.0,Female,23.0,Annually,7.0,51.0,411.0,,1
CUST-000481,Veles,23.0,Female,27.0,Monthly,9.0,,438.0,Overweight,1
CUST-000482,Ohrid,21.0,Male,25.0,Monthly,4.0,55.0,193.0,Normal,0
CUST-000483,Veles,23.0,,34.0,Monthly,4.0,79.0,238.0,Normal,1
CUST-000484,Prilep,28.0,Female,1.0,Annually,3.0,41.0,53.0,Normal,0
CUST-000485,,24.0,Female,34.0,Annually,10.0,,497.0,Overweight,1
CUST-000486,Ohrid,22.0,Female,16.0,Monthly,5.0,68.0,349.0,Overweight,0
CUST-000487,,33.0,Male,28.0,Monthly,,53.0,319.0,Normal,1
CUST-000488,Veles,24.0,Male,4.0,Monthly,5.0,67.0,,Normal,1
CUST-000489,Tetovo,38.0,Female,20.0,Monthly,4.0,74.0,188.0,Overweight,0
CUST-000490,Stip,25.0,Male,22.0,Annually,6.0,66.0,,,1
CUST-000491,Veles,35.0,Male,33.0,Monthly,5.0,50.0,,Overweight,1
CUST-000492,Veles,27.0,Male,1.0,Annually,3.0,79.0,388.0,Normal,1
CUST-000493,Tetovo,30.0,Female,20.0,Quarterly,5.0,71.0,403.0,Normal,0
CUST-000494,Ohrid,20.0,Female,,Monthly,8.0,60.0,451.0,Overweight,1
CUST-000495,Prilep,19.0,Male,,Monthly,,59.0,296.0,Normal,1
CUST-000496,Skopje,27.0,Male,29.0,Annually,7.0,65.0,510.0,Normal,1
CUST-000497,Ohrid,,Male,35.0,Quarterly,7.0,55.0,,Overweight,1
CUST-000498,Stip,25.0,Male,13.0,Monthly,,35.0,,Normal,1
CUST-000499,Prilep,18.0,Female,31.0,Monthly,6.0,,,Obese,1
CUST-000500,Skopje,18.0,Female,36.0,Annually,5.0,70.0,300.0,Normal,1
CUST-000501,,18.0,Male,1.0,Annually,12.0,30.0,399.0,Normal,1
CUST-000502,Stip,18.0,Female,27.0,Annually,,67.0,664.0,Normal,1
CUST-000503,Veles,25.0,Male,31.0,Quarterly,,,227.0,Normal,0
CUST-000504,Ohrid,31.0,Male,16.0,Annually,12.0,43.0,492.0,Overweight,1
CUST-000505,Prilep,24.0,Female,5.0,Monthly,6.0,58.0,275.0,Normal,1
CUST-000506,Tetovo,18.0,Female,31.0,Quarterly,4.0,57.0,237.0,Normal,1
CUST-000507,,23.0,Female,5.0,Monthly,6.0,84.0,429.0,Normal,0
CUST-000508,Ohrid,24.0,Male,17.0,Quarterly,5.0,76.0,300.0,,1
CUST-000509,Bitola,37.0,Male,19.0,Monthly,7.0,,389.0,,1
CUST-000510,Stip,18.0,Male,28.0,Annually,5.0,65.0,315.0,Normal,1
CUST-000511,Kumanovo,22.0,Female,12.0,Quarterly,7.0,94.0,654.0,Normal,0
CUST-000512,Veles,35.0,Female,11.0,Quarterly,4.0,50.0,225.0,Overweight,1
CUST-000513,,27.0,Male,21.0,Annually,3.0,59.0,235.0,Normal,1
CUST-000514,Stip,28.0,Female,32.0,Annually,4.0,67.0,242.0,Normal,0
CUST-000515,Skopje,25.0,Female,47.0,Annually,11.0,,526.0,,1
CUST-000516,Stip,26.0,Female,1.0,Monthly,7.0,86.0,578.0,Normal,1
CUST-000517,Skopje,29.0,Male,23.0,Monthly,5.0,52.0,324.0,Overweight,1
CUST-000518,Prilep,20.0,Female,6.0,Annually,6.0,39.0,229.0,Normal,0
CUST-000519,Tetovo,30.0,,32.0,Annually,,52.0,86.0,Normal,0
CUST-000520,Ohrid,18.0,Female,8.0,Quarterly,6.0,69.0,437.0,Overweight,1
CUST-000521,Bitola,26.0,Female,11.0,Monthly,,,541.0,,1
CUST-000522,Bitola,26.0,Female,12.0,Monthly,5.0,64.0,,Normal,0
CUST-000523,Veles,21.0,Female,19.0,Monthly,5.0,68.0,323.0,Underweight,0
CUST-000524,Ohrid,24.0,Female,23.0,Annually,8.0,,,,1
CUST-000525,Ohrid,21.0,Female,25.0,Monthly,,,283.0,,1
CUST-000526,Stip,18.0,Female,19.0,Quarterly,5.0,,,Normal,1
CUST-000527,Bitola,22.0,Female,4.0,Quarterly,3.0,70.0,179.0,Normal,0
CUST-000528,Stip,18.0,Male,28.0,Annually,7.0,,321.0,Overweight,1
CUST-000529,Stip,26.0,Female,19.0,Monthly,7.0,62.0,,Normal,1
CUST-000530,Tetovo,18.0,Female,33.0,Quarterly,5.0,55.0,332.0,Normal,1
CUST-000531,,29.0,Female,11.0,Monthly,5.0,70.0,354.0,Overweight,1
CUST-000532,Bitola,18.0,,1.0,Monthly,7.0,67.0,360.0,,1
CUST-000533,Ohrid,21.0,Female,19.0,Monthly,6.0,54.0,396.0,Normal,1
CUST-000534,,21.0,Male,35.0,Monthly,6.0,67.0,381.0,Overweight,0
CUST-000535,Bitola,32.0,Female,21.0,Monthly,4.0,53.0,199.0,Overweight,0
CUST-000536,,,Male,17.0,Annually,4.0,66.0,,Normal,0
CUST-000537,Skopje,23.0,Male,,Monthly,7.0,67.0,498.0,Normal,1
CUST-000538,Tetovo,27.0,Male,41.0,Annually,6.0,95.0,600.0,Normal,1
CUST-000539,,18.0,Male,7.0,Quarterly,,54.0,,Normal,1
CUST-000540,Kumanovo,24.0,,11.0,Quarterly,8.0,57.0,430.0,Normal,1
CUST-000541,Skopje,36.0,Female,26.0,Annually,4.0,50.0,357.0,Normal,0
CUST-000542,Bitola,25.0,,1.0,Quarterly,4.0,44.0,103.0,Normal,0
CUST-000543,Bitola,25.0,Female,35.0,Monthly,5.0,53.0,221.0,Normal,1
CUST-000544,Veles,28.0,Male,27.0,Monthly,10.0,69.0,732.0,Normal,1
CUST-000545,Skopje,30.0,Female,30.0,Quarterly,8.0,71.0,507.0,Normal,1
CUST-000546,Prilep,18.0,Female,26.0,Annually,6.0,64.0,318.0,Overweight,1
CUST-000547,Tetovo,18.0,Male,18.0,Quarterly,7.0,,,Normal,1
CUST-000548,Tetovo,26.0,Female,,Monthly,,,400.0,,0
CUST-000549,Kumanovo,20.0,Female,18.0,Monthly,3.0,46.0,,Underweight,0
CUST-000550,Veles,32.0,Female,8.0,Annually,8.0,51.0,418.0,Overweight,1
CUST-000551,Prilep,23.0,Male,25.0,Monthly,8.0,40.0,278.0,Normal,0
CUST-000552,,18.0,Female,29.0,Quarterly,5.0,80.0,384.0,Normal,0
CUST-000553,,18.0,,37.0,Quarterly,7.0,87.0,604.0,,1
CUST-000554,Stip,18.0,Male,24.0,Monthly,6.0,30.0,230.0,Normal,1
CUST-000555,Tetovo,23.0,Female,31.0,Monthly,5.0,64.0,,Overweight,0
CUST-000556,,23.0,Male,,Monthly,5.0,64.0,264.0,Normal,1
CUST-000557,Stip,22.0,Female,14.0,Monthly,6.0,63.0,425.0,Normal,1
CUST-000558,Veles,31.0,Male,25.0,Quarterly,5.0,51.0,154.0,,1
CUST-000559,Veles,32.0,Male,15.0,Annually,10.0,75.0,730.0,Overweight,1
CUST-000560,Tetovo,23.0,Female,23.0,Monthly,9.0,66.0,,Normal,1
CUST-000561,,18.0,Female,7.0,Quarterly,6.0,75.0,398.0,,0
CUST-000562,Prilep,28.0,Female,9.0,Monthly,3.0,48.0,259.0,,1
CUST-000563,Bitola,28.0,Female,,Monthly,4.0,,67.0,Overweight,0
CUST-000564,Stip,26.0,Male,30.0,Annually,3.0,66.0,148.0,Normal,0
CUST-000565,Bitola,30.0,Male,8.0,Annually,7.0,45.0,,Normal,1
CUST-000566,Bitola,18.0,Male,28.0,Annually,7.0,75.0,496.0,Normal,1
CUST-000567,Bitola,37.0,Female,,Monthly,5.0,30.0,159.0,Normal,0
CUST-000568,Kumanovo,19.0,Male,20.0,Quarterly,8.0,52.0,501.0,Underweight,1
CUST-000569,Tetovo,29.0,Female,37.0,Monthly,5.0,50.0,289.0,Overweight,1
CUST-000570,Stip,18.0,Male,29.0,Annually,2.0,,81.0,Normal,1
CUST-000571,Prilep,19.0,Male,29.0,Monthly,11.0,63.0,684.0,Normal,1
CUST-000572,Ohrid,34.0,Male,42.0,Annually,8.0,,551.0,Normal,1
CUST-000573,Skopje,23.0,Male,11.0,Monthly,4.0,,314.0,Overweight,0
CUST-000574,Skopje,30.0,Male,8.0,Quarterly,8.0,71.0,,,1
CUST-000575,Ohrid,26.0,Female,11.0,Annually,2.0,57.0,135.0,Normal,0
CUST-000576,,24.0,Male,16.0,Monthly,5.0,91.0,476.0,Normal,0
CUST-000577,,33.0,Female,,Quarterly,8.0,80.0,634.0,,1
CUST-000578,Stip,23.0,Female,17.0,Quarterly,6.0,55.0,293.0,Normal,0
CUST-000579,Skopje,18.0,Female,13.0,Annually,6.0,57.0,386.0,Overweight,1
CUST-000580,Skopje,20.0,Female,29.0,Monthly,3.0,55.0,,Normal,0
CUST-000581,,28.0,Male,24.0,Annually,9.0,,460.0,Normal,1
CUST-000582,Skopje,,Male,12.0,Monthly,4.0,45.0,130.0,,1
CUST-000583,Skopje,18.0,Male,27.0,Quarterly,5.0,,211.0,Normal,0
CUST-000584,Prilep,20.0,Female,28.0,Quarterly,,30.0,,Normal,0
CUST-000585,Stip,21.0,Female,10.0,Monthly,4.0,54.0,,Overweight,0
CUST-000586,,22.0,Male,14.0,Annually,6.0,75.0,,Normal,1
CUST-000587,Skopje,18.0,Male,1.0,Annually,2.0,57.0,,Normal,0
CUST-000588,Veles,21.0,,6.0,Annually,7.0,58.0,424.0,Normal,0
CUST-000589,Veles,20.0,Female,11.0,Annually,4.0,,260.0,Normal,1
CUST-000590,,29.0,Female,20.0,Monthly,9.0,44.0,385.0,,1
CUST-000591,Stip,29.0,Female,8.0,Quarterly,9.0,,572.0,,1
CUST-000592,Bitola,24.0,,13.0,Annually,6.0,,,Overweight,1
CUST-000593,Stip,22.0,,5.0,Monthly,7.0,64.0,426.0,Normal,1
CUST-000594,Ohrid,25.0,Male,22.0,Annually,3.0,74.0,223.0,Normal,1
CUST-000595,Veles,20.0,Male,25.0,Quarterly,8.0,,,Normal,1
CUST-000596,Tetovo,18.0,Female,,Quarterly,3.0,,234.0,Normal,0
CUST-000597,Veles,19.0,Female,20.0,Monthly,4.0,49.0,207.0,Normal,0
CUST-000598,Kumanovo,21.0,Male,1.0,Monthly,5.0,54.0,234.0,Overweight,0
CUST-000599,Kumanovo,18.0,Female,12.0,Monthly,8.0,88.0,873.0,Normal,1
CUST-000600,Tetovo,25.0,,15.0,Monthly,,64.0,469.0,Underweight,1
CUST-000601,Veles,29.0,Female,15.0,Monthly,12.0,62.0,789.0,Normal,1
CUST-000602,Kumanovo,18.0,Male,20.0,Monthly,10.0,,439.0,Overweight,1
CUST-000603,Bitola,25.0,Female,37.0,Monthly,6.0,58.0,359.0,Normal,1
CUST-000604,Veles,23.0,Female,29.0,Quarterly,6.0,70.0,430.0,Normal,1
CUST-000605,Tetovo,27.0,Male,8.0,Monthly,4.0,60.0,,Normal,0
CUST-000606,Ohrid,24.0,Male,28.0,Annually,5.0,52.0,,Obese,1
CUST-000607,Tetovo,18.0,Female,27.0,Monthly,5.0,,230.0,Normal,0
CUST-000608,Stip,18.0,Male,10.0,Quarterly,4.0,,271.0,Normal,1
CUST-000609,,25.0,Male,30.0,Monthly,2.0,70.0,75.0,,0
CUST-000610,Veles,31.0,Female,18.0,Quarterly,12.0,68.0,818.0,Normal,1
CUST-000611,,18.0,Male,3.0,Quarterly,3.0,66.0,281.0,Overweight,1
CUST-000612,Veles,27.0,Male,25.0,Quarterly,6.0,42.0,259.0,Normal,1
CUST-000613,,32.0,Male,22.0,Monthly,3.0,64.0,121.0,Normal,0
CUST-000614,Kumanovo,24.0,Female,17.0,Quarterly,9.0,,622.0,Normal,1
CUST-000615,Kumanovo,28.0,Male,,Monthly,3.0,,145.0,Overweight,0
CUST-000616,Bitola,20.0,Male,11.0,Quarterly,7.0,74.0,433.0,,1
CUST-000617,,24.0,Male,27.0,Monthly,5.0,68.0,358.0,Normal,1
CUST-000618,Skopje,18.0,Male,19.0,Quarterly,5.0,,441.0,Normal,1
CUST-000619,Bitola,,Male,21.0,Monthly,5.0,60.0,265.0,Overweight,0
CUST-000620,Prilep,30.0,Male,24.0,Annually,5.0,,369.0,Normal,0
CUST-000621,Prilep,19.0,Male,6.0,Monthly,9.0,38.0,316.0,Normal,1
CUST-000622,Bitola,22.0,Male,9.0,Monthly,9.0,60.0,502.0,Overweight,1
CUST-000623,,18.0,Female,1.0,Monthly,5.0,,361.0,Normal,0
CUST-000624,Tetovo,18.0,Male,26.0,Monthly,4.0,64.0,216.0,Overweight,0
CUST-000625,Bitola,23.0,Male,5.0,Quarterly,6.0,76.0,407.0,Overweight,1
CUST-000626,Ohrid,20.0,Female,21.0,Annually,6.0,57.0,244.0,Normal,0
CUST-000627,Ohrid,27.0,Female,24.0,Annually,4.0,51.0,207.0,,1
CUST-000628,Tetovo,27.0,Female,27.0,Monthly,4.0,,204.0,Normal,0
CUST-000629,Ohrid,26.0,Male,5.0,Monthly,8.0,55.0,482.0,Normal,1
CUST-000630,Kumanovo,26.0,Male,19.0,Annually,5.0,67.0,424.0,Overweight,1
CUST-000631,Ohrid,34.0,Male,,Monthly,8.0,71.0,527.0,,1
CUST-000632,Prilep,18.0,Male,40.0,Monthly,5.0,,246.0,Normal,1
CUST-000633,Prilep,24.0,Male,31.0,Annually,4.0,77.0,241.0,Normal,1
CUST-000634,Bitola,31.0,,24.0,Monthly,7.0,45.0,357.0,Normal,1
CUST-000635,Kumanovo,32.0,Male,7.0,Monthly,6.0,58.0,446.0,Normal,1
CUST-000636,Bitola,18.0,Female,28.0,Monthly,,51.0,182.0,Normal,1
CUST-000637,Ohrid,23.0,Male,18.0,Quarterly,6.0,66.0,495.0,Normal,1
CUST-000638,Veles,33.0,Male,26.0,Monthly,7.0,61.0,391.0,Overweight,1
CUST-000639,Stip,28.0,Female,12.0,Quarterly,5.0,70.0,341.0,Normal,1
CUST-000640,,26.0,Female,,Monthly,3.0,87.0,206.0,Normal,1
