student_id,city,age,gender,platform_usage_months,subscription_plan,monthly_logins,avg_study_session_minutes,monthly_study_minutes,engagement_level,subscription_renewed
STUDENT-000306,Ohrid,27.0,Female,31.0,Monthly,6.0,80.0,400.0,Moderate,1
STUDENT-000307,Tetovo,21.0,Male,,Annually,3.0,36.0,172.0,,0
STUDENT-000308,Ohrid,25.0,Male,36.0,Annually,6.0,57.0,,Moderate,1
STUDENT-000309,,21.0,Female,24.0,Quarterly,,69.0,,Moderate,1
STUDENT-000310,,34.0,Female,32.0,Monthly,,65.0,297.0,Moderate,1
STUDENT-000311,Kumanovo,27.0,Female,24.0,Monthly,3.0,,,Moderate,0
STUDENT-000312,Skopje,23.0,Female,,Quarterly,4.0,43.0,233.0,Moderate,1
STUDENT-000313,Ohrid,32.0,Female,16.0,Monthly,8.0,,525.0,,1
STUDENT-000314,,18.0,Male,24.0,Monthly,15.0,67.0,,Moderate,1
STUDENT-000315,Kumanovo,18.0,Male,,Annually,5.0,43.0,300.0,High,1
STUDENT-000316,Kumanovo,29.0,Male,30.0,Quarterly,2.0,,135.0,Moderate,0
STUDENT-000317,Kumanovo,25.0,Male,1.0,Quarterly,6.0,37.0,,High,1
STUDENT-000318,Stip,26.0,Male,13.0,Monthly,7.0,69.0,444.0,Moderate,0
STUDENT-000319,Veles,18.0,Female,44.0,Annually,2.0,46.0,119.0,Moderate,0
STUDENT-000320,Ohrid,24.0,Male,12.0,Quarterly,5.0,,252.0,,1
STUDENT-000321,Skopje,37.0,Female,17.0,Monthly,,58.0,269.0,Moderate,1
STUDENT-000322,Tetovo,29.0,Female,9.0,Quarterly,4.0,77.0,249.0,High,0
STUDENT-000323,,26.0,,24.0,Quarterly,5.0,,345.0,Moderate,1
STUDENT-000324,Stip,22.0,Female,11.0,Annually,7.0,51.0,311.0,Moderate,1
STUDENT-000325,Bitola,22.0,Male,17.0,Monthly,7.0,65.0,,Moderate,1
STUDENT-000326,Bitola,18.0,Male,30.0,Monthly,5.0,92.0,,Moderate,1
STUDENT-000327,Skopje,26.0,Female,11.0,Quarterly,5.0,71.0,320.0,Moderate,1
STUDENT-000328,Bitola,30.0,Female,29.0,Monthly,6.0,,,Low,1
STUDENT-000329,,18.0,,29.0,Monthly,9.0,47.0,438.0,Moderate,1
STUDENT-000330,Tetovo,21.0,Male,32.0,Monthly,6.0,50.0,290.0,Moderate,1
STUDENT-000331,Ohrid,18.0,Female,21.0,Monthly,,70.0,722.0,High,1
STUDENT-000332,Ohrid,19.0,Female,,Quarterly,5.0,,257.0,High,1
STUDENT-000333,Veles,25.0,,32.0,Quarterly,,60.0,224.0,Moderate,0
STUDENT-000334,,18.0,Male,23.0,Monthly,9.0,81.0,614.0,Moderate,1
STUDENT-000335,Veles,28.0,Female,,Monthly,3.0,62.0,118.0,Moderate,0
STUDENT-000336,Stip,29.0,Male,,Monthly,7.0,,,Moderate,1
STUDENT-000337,Ohrid,23.0,Female,37.0,Monthly,3.0,92.0,,,1
STUDENT-000338,Bitola,18.0,Male,40.0,Annually,2.0,86.0,230.0,Moderate,0
STUDENT-000339,Stip,,Female,37.0,Annually,9.0,67.0,510.0,High,1
STUDENT-000340,Kumanovo,32.0,Male,29.0,Quarterly,,79.0,129.0,High,1
STUDENT-000341,Ohrid,18.0,Male,4.0,Quarterly,1.0,55.0,,High,0
STUDENT-000342,Tetovo,22.0,Female,25.0,Monthly,8.0,70.0,,Moderate,1
STUDENT-000343,,18.0,Male,,Monthly,6.0,53.0,,Moderate,0
STUDENT-000344,Stip,29.0,,2.0,Monthly,,,145.0,,0
STUDENT-000345,Ohrid,20.0,Male,22.0,Monthly,,,385.0,Moderate,0
STUDENT-000346,Stip,27.0,Female,26.0,Monthly,6.0,38.0,310.0,High,1
STUDENT-000347,Stip,28.0,Female,30.0,Monthly,6.0,64.0,,Moderate,1
STUDENT-000348,Bitola,36.0,Female,25.0,Monthly,6.0,64.0,,High,0
STUDENT-000349,,23.0,Male,26.0,Annually,,67.0,270.0,,1
STUDENT-000350,Tetovo,27.0,Female,8.0,Annually,5.0,58.0,,High,0
STUDENT-000351,Skopje,18.0,Female,18.0,Quarterly,4.0,58.0,267.0,High,1
STUDENT-000352,Ohrid,32.0,Female,1.0,Monthly,7.0,62.0,,Low,1
STUDENT-000353,Prilep,20.0,Male,1.0,Monthly,6.0,67.0,417.0,Moderate,1
STUDENT-000354,Stip,21.0,,28.0,Quarterly,7.0,,317.0,Moderate,1
STUDENT-000355,,24.0,Male,,Quarterly,5.0,58.0,288.0,,1
STUDENT-000356,,18.0,Female,30.0,Monthly,9.0,,272.0,,1
STUDENT-000357,Stip,26.0,Female,33.0,Quarterly,,90.0,930.0,Moderate,1
STUDENT-000358,Skopje,30.0,Male,12.0,Quarterly,3.0,68.0,137.0,High,1
STUDENT-000359,,26.0,Female,27.0,Monthly,7.0,,,Moderate,1
STUDENT-000360,Veles,18.0,Female,12.0,Monthly,5.0,,,Moderate,0
STUDENT-000361,Stip,24.0,Male,1.0,Monthly,3.0,44.0,136.0,High,0
STUDENT-000362,Bitola,29.0,Male,21.0,Quarterly,5.0,72.0,322.0,High,1
STUDENT-000363,Stip,18.0,Female,14.0,Annually,5.0,57.0,272.0,High,1
STUDENT-000364,,18.0,Female,14.0,Quarterly,8.0,69.0,622.0,Moderate,1
STUDENT-000365,Tetovo,30.0,Male,43.0,Quarterly,6.0,39.0,208.0,Moderate,1
STUDENT-000366,Prilep,26.0,,1.0,Annually,7.0,83.0,582.0,Moderate,1
STUDENT-000367,Ohrid,27.0,Female,,Monthly,8.0,73.0,550.0,Moderate,0
STUDENT-000368,Skopje,36.0,Female,8.0,Quarterly,7.0,58.0,467.0,Moderate,1
STUDENT-000369,Veles,27.0,Female,30.0,Quarterly,11.0,67.0,,Moderate,1
STUDENT-000370,,28.0,Female,23.0,Quarterly,6.0,71.0,,High,1
STUDENT-000371,Kumanovo,41.0,Female,24.0,Monthly,9.0,39.0,,Moderate,1
STUDENT-000372,Prilep,23.0,Male,8.0,Monthly,8.0,85.0,665.0,Moderate,1
STUDENT-000373,Ohrid,20.0,Female,10.0,Annually,5.0,67.0,418.0,Moderate,1
STUDENT-000374,Stip,27.0,Male,,Monthly,4.0,49.0,,High,1
STUDENT-000375,Skopje,27.0,Female,41.0,Monthly,8.0,43.0,,Moderate,0
STUDENT-000376,Kumanovo,21.0,Male,25.0,Monthly,,74.0,325.0,Moderate,1
STUDENT-000377,Kumanovo,18.0,Female,9.0,Annually,7.0,63.0,548.0,Moderate,1
STUDENT-000378,Prilep,38.0,,24.0,Quarterly,12.0,67.0,875.0,High,1
STUDENT-000379,Ohrid,26.0,Male,49.0,Monthly,5.0,60.0,233.0,Moderate,1
STUDENT-000380,Skopje,20.0,Male,21.0,Monthly,9.0,44.0,379.0,Moderate,1
STUDENT-000381,Stip,30.0,Female,37.0,Monthly,,67.0,333.0,Moderate,1
STUDENT-000382,Stip,24.0,Female,11.0,Quarterly,5.0,57.0,,Moderate,0
STUDENT-000383,Bitola,23.0,Male,,Monthly,1.0,59.0,81.0,Moderate,0
STUDENT-000384,Skopje,28.0,Female,27.0,Quarterly,5.0,95.0,454.0,Moderate,1
STUDENT-000385,Skopje,18.0,Female,24.0,Quarterly,3.0,73.0,164.0,High,1
STUDENT-000386,Skopje,27.0,,10.0,Monthly,6.0,73.0,495.0,Moderate,1
STUDENT-000387,Veles,36.0,Female,,Monthly,7.0,,,Very High,1
STUDENT-000388,Stip,27.0,Male,,Annually,13.0,65.0,796.0,Moderate,1
STUDENT-000389,Bitola,22.0,Male,34.0,Quarterly,5.0,61.0,237.0,Moderate,1
STUDENT-000390,Kumanovo,21.0,Female,38.0,Annually,6.0,49.0,330.0,High,1
STUDENT-000391,Bitola,22.0,Male,41.0,Quarterly,2.0,53.0,,High,0
STUDENT-000392,Ohrid,23.0,Female,21.0,Annually,7.0,,263.0,Moderate,1
STUDENT-000393,Tetovo,22.0,Female,16.0,Monthly,9.0,71.0,591.0,,1
STUDENT-000394,Kumanovo,30.0,Female,36.0,Annually,5.0,40.0,,Moderate,1
STUDENT-000395,Veles,18.0,,28.0,Monthly,10.0,73.0,703.0,,1
STUDENT-000396,Skopje,30.0,Female,8.0,Monthly,,59.0,166.0,Low,0
STUDENT-000397,Bitola,22.0,Female,7.0,Monthly,2.0,61.0,134.0,,0
STUDENT-000398,Ohrid,27.0,Male,25.0,Monthly,,59.0,,High,0
STUDENT-000399,Ohrid,18.0,Male,17.0,Monthly,8.0,80.0,668.0,Low,1
STUDENT-000400,,,Female,19.0,Annually,3.0,78.0,,High,0
STUDENT-000401,Veles,32.0,Male,32.0,Annually,4.0,59.0,197.0,High,1
STUDENT-000402,Ohrid,30.0,Male,29.0,Monthly,5.0,46.0,300.0,Moderate,1
STUDENT-000403,Stip,18.0,Male,35.0,Annually,10.0,73.0,,Moderate,1
STUDENT-000404,Prilep,29.0,Female,1.0,Quarterly,12.0,45.0,,Moderate,1
STUDENT-000405,,27.0,Male,23.0,Monthly,12.0,36.0,451.0,Low,1
STUDENT-000406,,18.0,Male,28.0,Quarterly,5.0,67.0,285.0,Moderate,1
STUDENT-000407,Bitola,24.0,Male,1.0,Quarterly,6.0,,441.0,Moderate,1
STUDENT-000408,Stip,27.0,Male,12.0,Monthly,8.0,53.0,497.0,Moderate,1
STUDENT-000409,Skopje,28.0,Female,9.0,Quarterly,5.0,66.0,,High,1
STUDENT-000410,Bitola,26.0,Male,20.0,Quarterly,,,381.0,Moderate,1
STUDENT-000411,Bitola,26.0,,39.0,Monthly,3.0,70.0,323.0,Moderate,1
STUDENT-000412,,33.0,Female,44.0,Monthly,5.0,76.0,,Moderate,1
STUDENT-000413,Bitola,32.0,Male,10.0,Quarterly,6.0,,241.0,High,1
STUDENT-000414,Skopje,18.0,Female,26.0,Quarterly,4.0,44.0,172.0,High,0
STUDENT-000415,Kumanovo,23.0,,26.0,Monthly,,38.0,,High,0
STUDENT-000416,Stip,24.0,Female,24.0,Monthly,6.0,,326.0,,1
STUDENT-000417,Skopje,18.0,Male,24.0,Quarterly,3.0,,70.0,Very High,0
STUDENT-000418,Ohrid,25.0,Male,23.0,Quarterly,7.0,65.0,406.0,High,1
STUDENT-000419,Tetovo,,Female,,Quarterly,9.0,,660.0,,1
STUDENT-000420,Stip,18.0,Female,33.0,Monthly,,52.0,325.0,Moderate,0
STUDENT-000421,Kumanovo,27.0,Female,7.0,Monthly,5.0,57.0,,Moderate,0
STUDENT-000422,Veles,19.0,Female,29.0,Quarterly,5.0,74.0,380.0,Moderate,1
STUDENT-000423,Tetovo,20.0,Male,30.0,Quarterly,7.0,47.0,260.0,Moderate,1
STUDENT-000424,Prilep,33.0,,23.0,Quarterly,7.0,,296.0,Moderate,1
STUDENT-000425,Bitola,21.0,Male,33.0,Annually,4.0,56.0,148.0,Moderate,1
STUDENT-000426,Veles,27.0,Female,22.0,Quarterly,9.0,79.0,701.0,High,1
STUDENT-000427,,18.0,Male,22.0,Monthly,,84.0,455.0,High,1
STUDENT-000428,Skopje,36.0,Male,21.0,Monthly,,58.0,331.0,Moderate,0
STUDENT-000429,Kumanovo,28.0,Female,,Monthly,5.0,,243.0,Moderate,0
STUDENT-000430,Skopje,23.0,Female,19.0,Monthly,6.0,75.0,436.0,High,1
STUDENT-000431,Kumanovo,28.0,Female,11.0,Quarterly,6.0,34.0,310.0,,0
STUDENT-000432,Veles,18.0,Male,5.0,Monthly,,,337.0,Moderate,1
STUDENT-000433,,32.0,Male,37.0,Monthly,,59.0,449.0,Moderate,1
STUDENT-000434,Prilep,23.0,Female,,Monthly,,,833.0,Moderate,1
STUDENT-000435,,23.0,Male,19.0,Annually,4.0,80.0,249.0,,1
STUDENT-000436,Tetovo,22.0,Male,,Annually,6.0,,266.0,Moderate,1
STUDENT-000437,Stip,21.0,Female,23.0,Monthly,4.0,62.0,266.0,,1
STUDENT-000438,Skopje,29.0,Male,31.0,Monthly,4.0,51.0,89.0,Moderate,0
STUDENT-000439,Prilep,26.0,Female,10.0,Monthly,9.0,55.0,413.0,Moderate,1
STUDENT-000440,Stip,28.0,Male,19.0,Monthly,,69.0,590.0,Moderate,1
STUDENT-000441,Ohrid,,Female,30.0,Monthly,1.0,54.0,0.0,,0
STUDENT-000442,Bitola,28.0,Female,1.0,Monthly,3.0,62.0,188.0,Moderate,1
STUDENT-000443,Prilep,22.0,Female,19.0,Monthly,3.0,74.0,232.0,Moderate,0
STUDENT-000444,Tetovo,38.0,,14.0,Annually,9.0,82.0,730.0,Moderate,1
STUDENT-000445,,18.0,Male,18.0,Quarterly,5.0,64.0,353.0,Moderate,1
STUDENT-000446,Ohrid,32.0,,13.0,Annually,7.0,61.0,391.0,Moderate,0
STUDENT-000447,Stip,33.0,Female,21.0,Monthly,6.0,,255.0,High,1
STUDENT-000448,Tetovo,19.0,Female,43.0,Monthly,6.0,83.0,437.0,,1
STUDENT-000449,Ohrid,38.0,Female,16.0,Annually,12.0,67.0,821.0,,1
STUDENT-000450,Stip,30.0,Female,23.0,Monthly,4.0,62.0,252.0,Moderate,1
STUDENT-000451,,30.0,Female,43.0,Quarterly,2.0,61.0,,,1
STUDENT-000452,Prilep,25.0,Female,13.0,Annually,3.0,65.0,185.0,Moderate,1
STUDENT-000453,,23.0,Male,41.0,Quarterly,6.0,71.0,,,1
STUDENT-000454,Tetovo,23.0,Female,20.0,Monthly,3.0,73.0,235.0,Moderate,1
STUDENT-000455,Tetovo,27.0,Female,41.0,Quarterly,5.0,84.0,439.0,Moderate,1
STUDENT-000456,Bitola,33.0,Male,29.0,Monthly,7.0,,397.0,Moderate,1
STUDENT-000457,Kumanovo,26.0,Female,23.0,Monthly,8.0,86.0,733.0,High,1
STUDENT-000458,Veles,19.0,Female,19.0,Monthly,6.0,75.0,481.0,High,1
STUDENT-000459,Skopje,,Male,12.0,Annually,6.0,59.0,310.0,High,1
STUDENT-000460,Kumanovo,30.0,Female,20.0,Quarterly,,,,Moderate,0
STUDENT-000461,Bitola,28.0,Female,30.0,Monthly,,61.0,388.0,Moderate,0
STUDENT-000462,Kumanovo,29.0,Female,19.0,Monthly,,83.0,243.0,,0
STUDENT-000463,Prilep,23.0,Male,16.0,Quarterly,5.0,48.0,252.0,Moderate,1
STUDENT-000464,Skopje,,Female,16.0,Annually,,,498.0,High,1
STUDENT-000465,Stip,19.0,Male,31.0,Monthly,6.0,62.0,,Moderate,1
STUDENT-000466,Bitola,18.0,Female,34.0,Monthly,8.0,74.0,,High,1
STUDENT-000467,Tetovo,26.0,Male,11.0,Annually,7.0,54.0,425.0,Moderate,1
STUDENT-000468,Bitola,24.0,Female,11.0,Annually,5.0,,235.0,Moderate,0
STUDENT-000469,Stip,22.0,Female,24.0,Monthly,1.0,68.0,0.0,High,1
STUDENT-000470,Kumanovo,18.0,Female,38.0,Monthly,5.0,48.0,,High,0
STUDENT-000471,Veles,18.0,Female,33.0,Monthly,7.0,,,High,0
STUDENT-000472,Prilep,31.0,,,Monthly,5.0,87.0,507.0,Moderate,1
STUDENT-000473,,21.0,Female,,Monthly,4.0,73.0,239.0,,0
STUDENT-000474,Kumanovo,27.0,Male,8.0,Annually,11.0,88.0,1001.0,Moderate,1
STUDENT-000475,Veles,18.0,Female,16.0,Monthly,,73.0,358.0,Low,1
STUDENT-000476,Veles,33.0,Female,39.0,Monthly,5.0,70.0,263.0,High,1
STUDENT-000477,,24.0,Female,2.0,Annually,5.0,65.0,291.0,Moderate,0
STUDENT-000478,,26.0,,1.0,Annually,6.0,,,Moderate,0
STUDENT-000479,Skopje,38.0,Female,10.0,Quarterly,4.0,67.0,257.0,High,1
STUDENT-000480,Ohrid,34.0,Female,23.0,Annually,7.0,51.0,411.0,,1
STUDENT-000481,Veles,23.0,Female,27.0,Monthly,9.0,,438.0,High,1
STUDENT-000482,Ohrid,21.0,Male,25.0,Monthly,4.0,55.0,193.0,Moderate,0
STUDENT-000483,Veles,23.0,,34.0,Monthly,4.0,79.0,238.0,Moderate,1
STUDENT-000484,Prilep,28.0,Female,1.0,Annually,3.0,41.0,53.0,Moderate,0
STUDENT-000485,,24.0,Female,34.0,Annually,10.0,,497.0,High,1
STUDENT-000486,Ohrid,22.0,Female,16.0,Monthly,5.0,68.0,349.0,High,0
STUDENT-000487,,33.0,Male,28.0,Monthly,,53.0,319.0,Moderate,1
STUDENT-000488,Veles,24.0,Male,4.0,Monthly,5.0,67.0,,Moderate,1
STUDENT-000489,Tetovo,38.0,Female,20.0,Monthly,4.0,74.0,188.0,High,0
STUDENT-000490,Stip,25.0,Male,22.0,Annually,6.0,66.0,,,1
STUDENT-000491,Veles,35.0,Male,33.0,Monthly,5.0,50.0,,High,1
STUDENT-000492,Veles,27.0,Male,1.0,Annually,3.0,79.0,388.0,Moderate,1
STUDENT-000493,Tetovo,30.0,Female,20.0,Quarterly,5.0,71.0,403.0,Moderate,0
STUDENT-000494,Ohrid,20.0,Female,,Monthly,8.0,60.0,451.0,High,1
STUDENT-000495,Prilep,19.0,Male,,Monthly,,59.0,296.0,Moderate,1
STUDENT-000496,Skopje,27.0,Male,29.0,Annually,7.0,65.0,510.0,Moderate,1
STUDENT-000497,Ohrid,,Male,35.0,Quarterly,7.0,55.0,,High,1
STUDENT-000498,Stip,25.0,Male,13.0,Monthly,,35.0,,Moderate,1
STUDENT-000499,Prilep,18.0,Female,31.0,Monthly,6.0,,,Very High,1
STUDENT-000500,Skopje,18.0,Female,36.0,Annually,5.0,70.0,300.0,Moderate,1
STUDENT-000501,,18.0,Male,1.0,Annually,12.0,30.0,399.0,Moderate,1
STUDENT-000502,Stip,18.0,Female,27.0,Annually,,67.0,664.0,Moderate,1
STUDENT-000503,Veles,25.0,Male,31.0,Quarterly,,,227.0,Moderate,0
STUDENT-000504,Ohrid,31.0,Male,16.0,Annually,12.0,43.0,492.0,High,1
STUDENT-000505,Prilep,24.0,Female,5.0,Monthly,6.0,58.0,275.0,Moderate,1
STUDENT-000506,Tetovo,18.0,Female,31.0,Quarterly,4.0,57.0,237.0,Moderate,1
STUDENT-000507,,23.0,Female,5.0,Monthly,6.0,84.0,429.0,Moderate,0
STUDENT-000508,Ohrid,24.0,Male,17.0,Quarterly,5.0,76.0,300.0,,1
STUDENT-000509,Bitola,37.0,Male,19.0,Monthly,7.0,,389.0,,1
STUDENT-000510,Stip,18.0,Male,28.0,Annually,5.0,65.0,315.0,Moderate,1
STUDENT-000511,Kumanovo,22.0,Female,12.0,Quarterly,7.0,94.0,654.0,Moderate,0
STUDENT-000512,Veles,35.0,Female,11.0,Quarterly,4.0,50.0,225.0,High,1
STUDENT-000513,,27.0,Male,21.0,Annually,3.0,59.0,235.0,Moderate,1
STUDENT-000514,Stip,28.0,Female,32.0,Annually,4.0,67.0,242.0,Moderate,0
STUDENT-000515,Skopje,25.0,Female,47.0,Annually,11.0,,526.0,,1
STUDENT-000516,Stip,26.0,Female,1.0,Monthly,7.0,86.0,578.0,Moderate,1
STUDENT-000517,Skopje,29.0,Male,23.0,Monthly,5.0,52.0,324.0,High,1
STUDENT-000518,Prilep,20.0,Female,6.0,Annually,6.0,39.0,229.0,Moderate,0
STUDENT-000519,Tetovo,30.0,,32.0,Annually,,52.0,86.0,Moderate,0
STUDENT-000520,Ohrid,18.0,Female,8.0,Quarterly,6.0,69.0,437.0,High,1
STUDENT-000521,Bitola,26.0,Female,11.0,Monthly,,,541.0,,1
STUDENT-000522,Bitola,26.0,Female,12.0,Monthly,5.0,64.0,,Moderate,0
STUDENT-000523,Veles,21.0,Female,19.0,Monthly,5.0,68.0,323.0,Low,0
STUDENT-000524,Ohrid,24.0,Female,23.0,Annually,8.0,,,,1
STUDENT-000525,Ohrid,21.0,Female,25.0,Monthly,,,283.0,,1
STUDENT-000526,Stip,18.0,Female,19.0,Quarterly,5.0,,,Moderate,1
STUDENT-000527,Bitola,22.0,Female,4.0,Quarterly,3.0,70.0,179.0,Moderate,0
STUDENT-000528,Stip,18.0,Male,28.0,Annually,7.0,,321.0,High,1
STUDENT-000529,Stip,26.0,Female,19.0,Monthly,7.0,62.0,,Moderate,1
STUDENT-000530,Tetovo,18.0,Female,33.0,Quarterly,5.0,55.0,332.0,Moderate,1
STUDENT-000531,,29.0,Female,11.0,Monthly,5.0,70.0,354.0,High,1
STUDENT-000532,Bitola,18.0,,1.0,Monthly,7.0,67.0,360.0,,1
STUDENT-000533,Ohrid,21.0,Female,19.0,Monthly,6.0,54.0,396.0,Moderate,1
STUDENT-000534,,21.0,Male,35.0,Monthly,6.0,67.0,381.0,High,0
STUDENT-000535,Bitola,32.0,Female,21.0,Monthly,4.0,53.0,199.0,High,0
STUDENT-000536,,,Male,17.0,Annually,4.0,66.0,,Moderate,0
STUDENT-000537,Skopje,23.0,Male,,Monthly,7.0,67.0,498.0,Moderate,1
STUDENT-000538,Tetovo,27.0,Male,41.0,Annually,6.0,95.0,600.0,Moderate,1
STUDENT-000539,,18.0,Male,7.0,Quarterly,,54.0,,Moderate,1
STUDENT-000540,Kumanovo,24.0,,11.0,Quarterly,8.0,57.0,430.0,Moderate,1
STUDENT-000541,Skopje,36.0,Female,26.0,Annually,4.0,50.0,357.0,Moderate,0
STUDENT-000542,Bitola,25.0,,1.0,Quarterly,4.0,44.0,103.0,Moderate,0
STUDENT-000543,Bitola,25.0,Female,35.0,Monthly,5.0,53.0,221.0,Moderate,1
STUDENT-000544,Veles,28.0,Male,27.0,Monthly,10.0,69.0,732.0,Moderate,1
STUDENT-000545,Skopje,30.0,Female,30.0,Quarterly,8.0,71.0,507.0,Moderate,1
STUDENT-000546,Prilep,18.0,Female,26.0,Annually,6.0,64.0,318.0,High,1
STUDENT-000547,Tetovo,18.0,Male,18.0,Quarterly,7.0,,,Moderate,1
STUDENT-000548,Tetovo,26.0,Female,,Monthly,,,400.0,,0
STUDENT-000549,Kumanovo,20.0,Female,18.0,Monthly,3.0,46.0,,Low,0
STUDENT-000550,Veles,32.0,Female,8.0,Annually,8.0,51.0,418.0,High,1
STUDENT-000551,Prilep,23.0,Male,25.0,Monthly,8.0,40.0,278.0,Moderate,0
STUDENT-000552,,18.0,Female,29.0,Quarterly,5.0,80.0,384.0,Moderate,0
STUDENT-000553,,18.0,,37.0,Quarterly,7.0,87.0,604.0,,1
STUDENT-000554,Stip,18.0,Male,24.0,Monthly,6.0,30.0,230.0,Moderate,1
STUDENT-000555,Tetovo,23.0,Female,31.0,Monthly,5.0,64.0,,High,0
STUDENT-000556,,23.0,Male,,Monthly,5.0,64.0,264.0,Moderate,1
STUDENT-000557,Stip,22.0,Female,14.0,Monthly,6.0,63.0,425.0,Moderate,1
STUDENT-000558,Veles,31.0,Male,25.0,Quarterly,5.0,51.0,154.0,,1
STUDENT-000559,Veles,32.0,Male,15.0,Annually,10.0,75.0,730.0,High,1
STUDENT-000560,Tetovo,23.0,Female,23.0,Monthly,9.0,66.0,,Moderate,1
STUDENT-000561,,18.0,Female,7.0,Quarterly,6.0,75.0,398.0,,0
STUDENT-000562,Prilep,28.0,Female,9.0,Monthly,3.0,48.0,259.0,,1
STUDENT-000563,Bitola,28.0,Female,,Monthly,4.0,,67.0,High,0
STUDENT-000564,Stip,26.0,Male,30.0,Annually,3.0,66.0,148.0,Moderate,0
STUDENT-000565,Bitola,30.0,Male,8.0,Annually,7.0,45.0,,Moderate,1
STUDENT-000566,Bitola,18.0,Male,28.0,Annually,7.0,75.0,496.0,Moderate,1
STUDENT-000567,Bitola,37.0,Female,,Monthly,5.0,30.0,159.0,Moderate,0
STUDENT-000568,Kumanovo,19.0,Male,20.0,Quarterly,8.0,52.0,501.0,Low,1
STUDENT-000569,Tetovo,29.0,Female,37.0,Monthly,5.0,50.0,289.0,High,1
STUDENT-000570,Stip,18.0,Male,29.0,Annually,2.0,,81.0,Moderate,1
STUDENT-000571,Prilep,19.0,Male,29.0,Monthly,11.0,63.0,684.0,Moderate,1
STUDENT-000572,Ohrid,34.0,Male,42.0,Annually,8.0,,551.0,Moderate,1
STUDENT-000573,Skopje,23.0,Male,11.0,Monthly,4.0,,314.0,High,0
STUDENT-000574,Skopje,30.0,Male,8.0,Quarterly,8.0,71.0,,,1
STUDENT-000575,Ohrid,26.0,Female,11.0,Annually,2.0,57.0,135.0,Moderate,0
STUDENT-000576,,24.0,Male,16.0,Monthly,5.0,91.0,476.0,Moderate,0
STUDENT-000577,,33.0,Female,,Quarterly,8.0,80.0,634.0,,1
STUDENT-000578,Stip,23.0,Female,17.0,Quarterly,6.0,55.0,293.0,Moderate,0
STUDENT-000579,Skopje,18.0,Female,13.0,Annually,6.0,57.0,386.0,High,1
STUDENT-000580,Skopje,20.0,Female,29.0,Monthly,3.0,55.0,,Moderate,0
STUDENT-000581,,28.0,Male,24.0,Annually,9.0,,460.0,Moderate,1
STUDENT-000582,Skopje,,Male,12.0,Monthly,4.0,45.0,130.0,,1
STUDENT-000583,Skopje,18.0,Male,27.0,Quarterly,5.0,,211.0,Moderate,0
STUDENT-000584,Prilep,20.0,Female,28.0,Quarterly,,30.0,,Moderate,0
STUDENT-000585,Stip,21.0,Female,10.0,Monthly,4.0,54.0,,High,0
STUDENT-000586,,22.0,Male,14.0,Annually,6.0,75.0,,Moderate,1
STUDENT-000587,Skopje,18.0,Male,1.0,Annually,2.0,57.0,,Moderate,0
STUDENT-000588,Veles,21.0,,6.0,Annually,7.0,58.0,424.0,Moderate,0
STUDENT-000589,Veles,20.0,Female,11.0,Annually,4.0,,260.0,Moderate,1
STUDENT-000590,,29.0,Female,20.0,Monthly,9.0,44.0,385.0,,1
STUDENT-000591,Stip,29.0,Female,8.0,Quarterly,9.0,,572.0,,1
STUDENT-000592,Bitola,24.0,,13.0,Annually,6.0,,,High,1
STUDENT-000593,Stip,22.0,,5.0,Monthly,7.0,64.0,426.0,Moderate,1
STUDENT-000594,Ohrid,25.0,Male,22.0,Annually,3.0,74.0,223.0,Moderate,1
STUDENT-000595,Veles,20.0,Male,25.0,Quarterly,8.0,,,Moderate,1
STUDENT-000596,Tetovo,18.0,Female,,Quarterly,3.0,,234.0,Moderate,0
STUDENT-000597,Veles,19.0,Female,20.0,Monthly,4.0,49.0,207.0,Moderate,0
STUDENT-000598,Kumanovo,21.0,Male,1.0,Monthly,5.0,54.0,234.0,High,0
STUDENT-000599,Kumanovo,18.0,Female,12.0,Monthly,8.0,88.0,873.0,Moderate,1
STUDENT-000600,Tetovo,25.0,,15.0,Monthly,,64.0,469.0,Low,1
STUDENT-000601,Veles,29.0,Female,15.0,Monthly,12.0,62.0,789.0,Moderate,1
STUDENT-000602,Kumanovo,18.0,Male,20.0,Monthly,10.0,,439.0,High,1
STUDENT-000603,Bitola,25.0,Female,37.0,Monthly,6.0,58.0,359.0,Moderate,1
STUDENT-000604,Veles,23.0,Female,29.0,Quarterly,6.0,70.0,430.0,Moderate,1
STUDENT-000605,Tetovo,27.0,Male,8.0,Monthly,4.0,60.0,,Moderate,0
STUDENT-000606,Ohrid,24.0,Male,28.0,Annually,5.0,52.0,,Very High,1
STUDENT-000607,Tetovo,18.0,Female,27.0,Monthly,5.0,,230.0,Moderate,0
STUDENT-000608,Stip,18.0,Male,10.0,Quarterly,4.0,,271.0,Moderate,1
STUDENT-000609,,25.0,Male,30.0,Monthly,2.0,70.0,75.0,,0
STUDENT-000610,Veles,31.0,Female,18.0,Quarterly,12.0,68.0,818.0,Moderate,1
STUDENT-000611,,18.0,Male,3.0,Quarterly,3.0,66.0,281.0,High,1
STUDENT-000612,Veles,27.0,Male,25.0,Quarterly,6.0,42.0,259.0,Moderate,1
STUDENT-000613,,32.0,Male,22.0,Monthly,3.0,64.0,121.0,Moderate,0
STUDENT-000614,Kumanovo,24.0,Female,17.0,Quarterly,9.0,,622.0,Moderate,1
